personality_type,social_energy,alone_time_preference,talkativeness,deep_reflection,group_comfort,party_liking,listening_skill,empathy,creativity,organization,leadership,risk_taking,public_speaking_comfort,curiosity,routine_preference,excitement_seeking,friendliness,emotional_stability,planning,spontaneity,adventurousness,reading_habit,sports_interest,online_social_usage,travel_desire,gadget_usage,work_style_collaborative,decision_speed,stress_handling
Ambivert,4.944105352,5.13498087,4.459709529,10,7.828681702,4.253450518,4.533817211,6.543198534,4.199723425,3.753829015,7.039468293,6.905339037,6.261681169,5.088254807,4.971591724,3.939068323,6.683068066,6.372894337,6.77856848,5.308516144,6.292419634,8.652796526,4.597906549,5.922753481,6.136055245,4.495119013,6.906351618,6.865663316,6.462468509
Ambivert,2.726593184,5.373626672,4.892256963,6.635065591,6.876044239,4.386501482,5.643771694,6.298833694,6.032591693,4.386499051,6.144897582,5.071541237,7.541437859,7.956784832,5.285908435,3.638615711,7.27489667,5.169640032,4.711257914,5.874872411,4.10020389,7.617127957,6.668624677,5.504032233,2.142878714,4.537799945,9.039026558,5.005374297,5.319258612
Introvert,4.325957764,7.154759963,1.386752802,10,6.097749216,2.494250673,7.422658119,5.905430006,7.176503264,6.69463292,3.202208247,4.609107966,5.396443655,5.907021796,8.275185372,3.694953282,2.338298399,6.152429011,6.497401648,5.998334047,0,8.141336735,2.684029785,3.219809337,4.678879037,5.721472995,7.654924038,3.774858291,5.587741658
Extrovert,9.737387421,4.072786955,8.124284423,3.503421921,9.035169671,10,5.874156975,6.03791205,3.89970787,3.768313897,8.585473197,5.084698309,9.245380683,5.886324515,0.644971349,7.785186255,8.062638675,5.312208843,4.520531258,7.715440448,7.405882193,2.327394389,8.535473849,10,6.085756007,7.785524424,7.09680984,8.594698381,3.517707667
Ambivert,6.768662595,6.384852819,6.467777463,7.967119797,5.376570964,6.087686634,5.799687299,6.117011918,5.804717468,7.02791879,5.470634946,2.879335613,5.072127995,5.379171945,5.758502466,5.332893351,9.197494588,5.606665064,5.846055919,5.791982709,2.102595031,4.965677678,5.584935995,6.32472928,5.145478878,6.450115826,6.244178115,7.35812396,8.911577224
Ambivert,3.092012078,4.986823998,7.979911957,5.904260894,6.168142247,3.914876669,6.864785525,8.3248695,3.554019085,7.942634311,6.160061126,4.788975183,8.30558615,7.126575681,7.963976449,4.011003911,8.638786214,8.466608205,7.421911804,7.90192515,5.873060554,5.722788643,6.070520428,6.806915559,6.417202916,6.203475574,7.799262835,4.387794537,4.61154045
Extrovert,8.910726561,4.989763888,7.913918395,4.850494741,8.194414615,7.306170184,4.049643913,4.895445669,5.751178872,2.97483791,6.152576065,7.05713774,8.549571455,6.985095051,4.262252866,8.875778244,6.767548239,6.813445401,5.841879872,4.988219284,8.337300096,2.697121509,8.871527467,9.491026978,7.7323715,8.051199979,7.067931285,5.902226041,3.843561731
Extrovert,5.490994423,4.610701207,7.66337773,4.757068207,9.784164829,6.783005138,5.163840481,5.870569452,6.233254369,3.124642709,9.451070802,6.00286093,6.800586559,10,1.171532644,6.823255571,8.292233487,5.38952555,5.035854539,6.230337601,6.517228321,3.880993202,8.23448196,9.255461457,4.163490539,5.722988153,9.240710041,7.501574537,5.467375445
Extrovert,8.087060453,5.735259166,3.997163327,3.734844776,8.130994754,9.369766921,5.638815861,4.855570705,7.415691142,4.245978412,7.980136902,4.635744663,6.215418909,8.623106219,5.74393217,7.114945688,7.706184564,3.031350552,4.558441434,7.895156561,4.764037103,4.650741224,4.567683611,7.088000597,8.939700593,8.008165678,9.196965531,9.299332527,7.139044309
Extrovert,8.30761637,1.815259745,8.334700751,1.775527691,6.365734164,10,6.985760995,4.770061661,6.540109474,5.529550814,8.142795215,9.483389128,8.597272815,7.781241823,3.06436883,6.747427888,7.259418657,7.956870177,5.323147438,5.585725592,7.346865704,5.321820562,8.22325307,9.149584586,8.858584594,6.753912855,9.167625102,8.091106783,4.633471688
Extrovert,8.465274827,2.849714407,8.041399481,1.965225089,6.004491673,8.66759329,3.178178651,3.905137482,5.878207645,6.500902411,8.363064581,8.461989633,9.145720714,8.051083368,2.883784826,9.361033559,7.822186252,7.903671333,7.071199174,8.502629227,8.004504275,3.531192757,5.602439127,10,6.406089843,7.472338853,7.93658712,4.979462364,6.710926602
Extrovert,8.801954799,2.705236802,8.023697315,5.740655757,7.723615364,8.123407285,4.26283964,4.343515107,4.896342947,7.417292503,10,8.069702071,7.65373542,6.987473625,3.894637831,9.422888923,10,6.062593782,5.975992127,4.802781452,9.10959912,1.942718838,5.655006723,7.769730981,6.845270871,7.116895766,4.799963124,7.142751878,4.873124878
Ambivert,5.487949595,9.405568052,7.75870945,6.280790652,6.086621869,3.437529174,6.537040399,7.746189278,6.801413986,6.25404488,5.297693432,3.828703997,3.503531156,4.814357492,4.047101634,4.940690395,6.538708288,4.304413363,5.696178993,4.19783508,7.422931868,5.212923955,6.239191406,5.572941157,5.754759869,8.553764097,5.273064626,2.753268361,7.385122606
Ambivert,2.556355731,5.514763878,6.319195038,7.458415773,4.003383351,4.144972358,5.689761037,5.639687687,3.503623344,5.745486148,8.035435321,4.606089264,7.202042622,7.060702527,4.051451257,5.221994569,7.245161442,4.014363023,6.578937624,5.410524862,5.99130252,7.715459253,4.470673621,6.823964775,1.067683515,5.14843184,6.631406842,8.075750738,7.258840883
Introvert,3.802681513,9.897757986,2.375853219,7.248059994,5.680185025,2.642853065,8.207614696,7.998670333,6.400016854,9.689201171,4.607066746,1.475659136,1.957368967,4.53667981,7.409511096,3.248259753,5.281451645,7.317270944,6.001996996,2.531367609,3.880151729,8.652690372,2.225636124,7.594603533,2.876008226,5.645056998,6.503823235,4.039593396,6.299909974
Extrovert,8.146412212,4.552151418,6.641365817,3.478964159,7.705075334,7.738495446,8.280199244,8.31670361,4.780898921,3.619893262,7.218061971,7.330645826,8.821041954,6.618995718,2.443059896,6.788978764,6.143087556,4.839579067,4.592534012,8.968859579,9.985326625,4.932477425,7.346331054,6.264717615,7.352176914,6.708263813,8.122419205,5.591167622,8.456212042
Extrovert,6.646070313,2.874083856,6.264016192,3.463668786,9.343105506,7.299755365,4.122521251,7.90708471,7.306443187,4.626031991,8.69721297,8.743405228,9.335215517,8.197256998,5.583099117,9.70564768,5.959234324,6.208644653,4.567381116,8.011527623,6.670248031,1.723322461,5.083162858,9.059938562,8.487525412,4.566477642,9.076333749,7.778808477,6.489980189
Ambivert,3.145903868,5.583266236,4.831643349,3.495670242,4.727687676,4.26732657,4.890414806,5.632694245,7.385314986,5.197912371,7.733480758,7.035749655,5.875001379,8.156516408,8.307152609,4.17949457,8.658054975,7.850976799,5.017675225,4.444601485,6.212881847,5.257761874,6.404933454,7.475851636,3.855916449,6.319625876,4.940178554,7.005805238,6.207567009
Introvert,5.310033279,8.784174715,3.561016576,7.480850883,5.391042557,2.879292665,7.879146661,4.264553597,4.597464965,3.660813059,2.911355152,1.709988649,5.437330011,5.436872585,9.19866559,1.596598109,5.515643261,7.247336248,7.013939754,1.440478309,4.796399413,9.384006973,3.816243641,6.56606349,4.282808309,6.357431804,2.755060622,3.648233432,6.991276591
Extrovert,9.846950807,4.886764853,4.835456361,3.52827207,6.475306245,8.412674095,4.990837745,5.657062902,4.134868416,4.759958622,7.334345339,6.872334099,5.741287907,5.317631991,2.820634406,5.11002423,9.34799292,6.865837889,4.806846287,8.355403449,4.939763478,5.16731147,7.463634377,6.985985339,8.101594043,6.024427937,8.497974853,4.283643478,6.75861784
Ambivert,6.558936111,5.241991697,5.297429354,5.984877766,5.172252611,2.505360869,6.837029517,4.963159441,6.535385427,7.246006096,6.191889204,7.19492707,4.855089102,5.2365049,4.90379479,3.85538105,7.441159068,6.452707628,7.659650029,5.051633441,3.21558241,4.439144259,6.243334363,6.777666405,4.88507817,4.99788953,4.206299701,6.834614433,7.141116382
Extrovert,6.985550133,2.237129566,9.202743301,3.623143025,7.374991923,7.284942155,7.53369287,5.165096389,4.805089448,1.743612077,10,8.82116922,8.219596518,7.806884607,6.82855248,7.401246282,7.702893561,7.570647848,4.859588572,8.9192645,4.152044842,2.22988187,5.986509495,9.313345074,5.527814295,6.850568623,10,7.863228188,7.792588902
Ambivert,1.724506672,6.8984266,3.947030696,8.043485997,5.587153575,5.697965496,8.016932493,9.488559074,6.047387215,8.087911041,6.01592532,3.528512807,8.389084924,7.286009105,3.611081105,8.467778141,7.142549157,4.760848466,5.913345553,3.776029246,7.47293911,8.16290487,3.657562225,8.882208845,5.840569501,5.66196637,4.946223989,4.571754219,6.088494331
Ambivert,6.647018763,3.779697023,5.232751414,5.128475796,7.627654606,3.488128927,5.655913307,3.672713431,6.371756499,6.67292753,9.618782946,4.67696941,6.858543988,6.492707363,5.237137365,5.346576289,6.74193101,7.035911882,9.227848574,2.665529024,6.746854422,7.798662423,6.678826448,5.665445423,4.191367361,5.383649475,5.826071133,2.633796102,2.512893727
Introvert,3.550030161,8.379110203,1.512629295,9.255745897,4.559562087,0.563766853,7.367130394,7.132704422,7.469865886,4.654483398,3.22507071,3.088660515,2.001929154,5.368264498,9.113532722,3.274154094,5.535115527,4.578907748,6.024474835,0.708432989,1.329470575,7.853925762,3.925467007,8.787405811,5.35159116,4.573680602,3.006735673,2.693897729,4.231911408
Introvert,2.438006536,9.5902594,0,8.451000088,2.519008499,4.047559919,5.862261156,6.597143048,7.338410947,5.945992681,3.502434385,2.359499305,4.584748995,3.430076285,7.678827902,2.953643923,9.992360851,9.397320859,7.692403215,4.927865125,3.040097114,8.671269177,4.566995941,4.035968663,3.730460324,6.58010988,4.733439581,4.359653029,6.054183149
Ambivert,7.18720946,6.145371297,4.29945931,6.046577484,4.38355798,8.455195798,4.298732343,7.187531125,5.994848634,6.396190214,6.690906441,5.625077341,5.999491542,4.958449017,4.853172548,8.495044465,7.470577965,5.952600168,6.988973267,6.057691354,6.038575325,7.140922628,5.913999735,4.410303836,6.136025515,4.851698373,6.139409052,3.735232146,4.929949875
Ambivert,6.771996301,4.649536857,3.904692781,7.127420929,6.236965019,6.257114398,4.235903366,3.563855137,4.295359392,6.492041579,7.02901761,6.663182095,4.703101671,3.943733052,8.295213207,5.25818613,6.005491129,6.507373716,7.071841379,4.729104061,2.100197498,5.609725504,6.64639521,7.546874093,6.5234232,6.817380549,1.628191461,8.193574105,5.657118127
Introvert,3.264143232,6.498149381,4.16265511,7.492512327,3.642448206,1.582750459,5.111924056,6.164728609,6.307945971,7.054607749,6.181937204,1.567452529,2.678580221,8.142574374,7.742199746,4.029061647,5.546078572,4.705946388,5.259258359,3.622838867,1.695551437,7.78590924,5.058857347,7.952855847,0.912454409,5.960703629,4.19377833,1.031044906,7.2661044
Introvert,3.052587627,9.780610114,3.720804493,7.214039561,4.30779217,2.202265772,7.008629179,6.285777249,6.17680948,5.071483265,4.017769093,2.978725926,0.007580053,5.014259101,6.798868052,4.542964751,4.854051623,5.300873156,8.014175417,6.279242834,3.023612702,9.903469736,3.061933376,6.521030558,4.402405093,5.660667593,6.558140201,2.085284624,8.563793403
Introvert,3.076451576,7.73650135,1.437296175,7.458199723,1.530252468,4.407393965,8.216355919,8.359577492,5.18693284,5.803082886,2.066342232,2.162321348,3.745566062,4.342463398,6.542489809,3.029085734,7.510313115,7.355425485,5.976713516,3.754396231,0.248992593,7.285106424,2.615439925,6.1271062,4.782852469,3.549870622,1.886492362,1.173074348,5.367601779
Ambivert,6.519909809,4.147889668,7.438973666,6.309478005,9.348524515,2.603551022,7.409446586,6.796153903,3.12527638,4.979930682,6.774825072,6.489223116,4.870392264,7.529619412,5.514973911,4.927559842,5.733441272,4.672272896,5.303533008,6.507215209,9.004729816,6.045863124,6.951274459,5.861808775,6.828813493,3.914645895,7.336789748,6.068986385,6.21294514
Introvert,1.71378548,9.708286169,4.087807133,5.24845608,1.437709006,3.181913036,7.782849465,6.372324903,6.072403493,7.47068773,6.841705224,3.609463636,0,5.694983974,6.850028348,4.992376957,4.206618407,4.511832822,6.392214285,5.162246439,2.438536916,9.376602084,3.029522743,6.058559193,7.029996861,4.905259774,5.857807846,2.929653087,5.457248722
Extrovert,8.638974683,4.201503306,7.615335427,3.748993747,7.679428193,9.64236154,6.715660379,3.783077785,6.077571976,4.262379071,9.708619494,6.835952003,7.128069275,6.426599093,5.644116747,6.751354787,6.926798023,7.404746245,6.172960142,8.25990543,6.703224053,3.323349727,7.392880135,8.814694198,10,7.576694082,9.008191543,5.618057757,4.171315423
Ambivert,4.119113583,3.922388328,5.995083442,7.038983404,4.895805837,5.654581778,4.307427143,9.927281735,6.984713225,6.710491545,7.911328459,3.196372484,7.29810322,3.666204334,5.641389195,4.083570383,9.359811123,6.688958759,6.481697665,6.5255889,6.580457174,6.715812025,5.061400756,6.299564208,4.026900903,4.770503389,6.113702788,5.188912263,4.548472285
Introvert,5.004832758,10,1.581942137,7.963454367,2.149401232,0.399545694,8.690802771,6.324866923,6.486640735,5.543908938,6.584028157,5.804446653,1.936077042,6.428909364,7.720955185,3.038067989,6.467896637,6.131789166,9.472065252,2.004660419,3.815503044,6.051080759,5.060245283,5.303056915,3.61025666,4.525049187,4.176471516,3.178890391,3.167114787
Extrovert,8.798192857,2.189202048,4.307071514,4.176952018,8.940154919,8.628029961,6.631479755,4.576018531,4.863942436,4.659796876,8.047911776,8.034738115,9.331236042,7.618347232,3.009848114,8.805509878,8.470772205,4.022221752,4.488330575,7.132628767,6.942839705,2.548589236,6.281630477,9.510132346,7.344867694,6.36445963,5.92775025,8.188775414,5.95541802
Introvert,1.967657608,9.176074005,3.136314132,8.691345851,3.698349388,4.578413527,9.378895012,6.379165425,5.229662142,6.863433643,2.951035281,1.174119125,3.56978726,5.158903801,9.157963827,1.873716594,5.758353032,5.599360511,5.341623902,2.610940569,4.444417423,8.565412158,4.111683003,3.913599607,3.126340841,5.599030705,3.918811446,3.856606286,4.036177087
Ambivert,5.620893736,8.479876472,3.453840207,6.132429634,4.270544814,5.63890574,6.904531745,6.51624155,8.040661151,4.618831988,6.8690436,4.785098255,7.579701788,6.468178014,6.796275441,6.71069779,8.04554317,3.635803908,2.905495268,3.881681004,2.639257123,7.393505389,4.607679126,7.097630318,6.949101824,8.723048639,8.88410027,8.157297478,2.77708751
Introvert,1.71932043,9.332330167,2.659748042,5.564751744,3.314934013,1.644918186,8.155485787,7.190718612,5.55932802,4.677096271,3.662790844,1.862468343,1.123456626,2.098632616,6.230648158,4.330922651,7.664506109,6.824796546,4.33823309,4.021655469,4.628843686,7.399169962,3.709348903,5.72217121,6.012616135,3.916224645,4.463567064,2.734189912,7.047944939
Ambivert,7.756169257,5.888769163,6.116512609,8.187388879,6.989261224,7.487722815,7.872051762,5.094750113,5.875571014,6.313388692,3.670231587,6.164681027,3.746759023,5.123270757,7.095282785,3.287329623,6.615972705,5.978247511,8.112800513,5.035868393,3.533483884,5.533308217,6.181164004,5.407123362,7.666381283,4.492036859,3.701099013,4.502881317,5.524438008
Ambivert,7.934313977,3.351599647,2.584516218,9.920808468,7.466376013,4.710103325,4.011271409,4.652174907,5.387204793,5.015368344,7.166014405,5.619563666,6.162663777,7.517089836,6.642415227,8.320088284,8.119764466,8.283861927,7.765008634,2.975241452,5.616513919,6.963063789,7.11182035,3.601971768,4.946888793,4.24437313,8.39701876,8.909521914,4.780288459
Introvert,4.044335524,10,3.309979094,10,6.367643129,0.842681356,8.287944297,5.22591987,7.070230357,4.303959845,6.30559211,3.760474647,4.610474468,4.837634993,9.051388939,3.160175194,7.900201509,4.664478359,5.923039491,3.925059632,1.235126407,7.271006987,5.27027232,3.643073924,2.397962606,3.081772367,6.876883025,6.473268396,7.302011562
Introvert,5.334984851,9.297704804,4.23966862,7.679260356,4.494383968,2.969711104,6.903983067,4.783293692,3.996013253,7.705333845,6.625793778,1.685764555,1.768950608,2.849598004,5.651500102,2.320952213,9.088820244,6.264885493,6.581997122,4.431025534,3.553224737,8.550524786,0.97313948,5.159130049,5.043531554,6.47882134,4.280762561,1.985116923,4.474665026
Extrovert,8.227693923,0.8777192,4.881559299,2.671505659,7.237657119,7.28321568,5.341124466,5.746336006,5.530965642,6.526485413,7.383040931,6.430603715,8.114374898,6.495605695,4.62910009,10,6.244557651,7.196153965,5.951147686,7.791431173,7.180135869,2.765260613,7.608280359,8.173885705,8.905735332,6.80941125,7.816787321,6.089471498,5.280130739
Introvert,4.145268851,10,4.058156639,10,3.054720897,0,7.269889238,6.357813434,10,7.6792149,4.433717848,3.677663775,2.782179075,6.098758864,7.857874621,1.213824281,4.310762974,7.306169935,8.532930991,4.893157411,3.238293012,10,5.109600822,6.613725026,2.360893691,4.598474591,4.384618758,3.788944713,6.918710677
Ambivert,7.337086783,5.591728351,8.348471338,6.214279788,6.769271789,4.463956955,7.194017849,5.911923896,6.301998188,7.30655968,5.473400835,7.102062289,3.544424662,5.888899361,4.958971915,5.319684521,4.111516437,4.341742025,6.349472523,6.557313587,4.16485154,7.1268774,8.53742597,6.541860478,6.230766936,6.15963824,9.34411944,5.836687109,7.793465585
Ambivert,5.491384607,5.083513291,5.117384359,7.394773153,7.980299782,4.797124325,8.440095342,7.506394898,6.489137354,7.928352517,3.419867356,5.607153457,6.008453843,4.607718626,4.12134954,6.517341974,7.943154852,6.383558186,6.112740866,4.577568284,5.079061992,5.657764533,6.483319245,6.265747685,8.134553943,3.777427586,9.282423865,5.447586199,6.880199415
Extrovert,8.106655786,2.141844556,9.110627881,2.511992514,5.038851059,10,6.95452657,5.570552494,4.870433709,5.361804174,8.446612513,9.920671484,9.600615225,5.80304649,4.907179164,8.131509087,10,5.56360263,4.530193202,6.803353462,10,3.931137732,9.21892625,8.037341585,6.904899023,5.571248718,9.007079066,6.434458337,8.683897589
Extrovert,9.400484902,3.256742626,6.492980653,4.767095271,7.971346014,6.757516502,7.651193847,2.008723311,5.945173625,6.465183905,9.235607906,5.31644463,5.843765066,8.407296798,4.990570726,7.08906294,6.280687581,7.430571106,5.189033627,7.3871544,5.7445887,6.818413323,8.899066942,9.70918503,6.947477233,6.738825043,8.864745599,8.724462098,3.52978022
Extrovert,8.969746948,4.211945683,9.380348651,4.580923332,6.100185257,9.724808149,5.48770278,5.08468755,7.311917984,5.01353481,7.18197333,5.302903571,7.436351288,6.811903258,2.79233951,8.360184602,9.536423021,8.784631871,4.213209518,7.513048123,5.331907249,2.686130725,5.38491282,8.774244387,6.361528611,6.576030617,6.501950367,7.887177827,9.683525513
