personality_type,social_energy,alone_time_preference,talkativeness,deep_reflection,group_comfort,party_liking,listening_skill,empathy,creativity,leadership,risk_taking,public_speaking_comfort,curiosity,routine_preference,excitement_seeking,friendliness,emotional_stability,spontaneity,adventurousness,travel_desire,work_style_collaborative
Extrovert,8.64410762,4.503083527,9.539835994,5.204330212,8.412618849,7.841113082,4.917676618,4.826525258,6.480569589,9.937679507,6.798720726,9.194763803,8.555378692,3.467799882,10,8.619796051,7.31706842,6.09847064,5.554535543,9.244301861,9.334895501
Ambivert,5.978111869,3.26621789,6.206272343,4.059116436,2.725948415,3.35779368,5.751738109,7.372741241,2.820736397,4.845707883,3.282882534,7.233062754,6.579583415,5.709037259,6.996565088,6.064702386,4.018456894,6.306163984,6.431506786,6.965208632,7.540146854
Ambivert,4.159842906,5.306862154,5.934585922,4.362913591,6.446915871,4.299654391,4.823544439,6.26299629,7.121639356,8.316384316,4.061955715,2.688439038,5.998205424,4.791056856,5.416450979,6.042490413,6.108549947,1.224708296,4.07891321,5.506190296,6.492275744
Extrovert,9.132472916,1.84996717,8.030515657,2.756566772,9.842400806,9.603794871,4.710312564,7.625043815,4.428280035,8.62441692,6.055663931,8.738788196,5.694407744,3.58537801,9.471896842,6.73870137,6.546515808,8.248943451,4.544785303,4.052310545,7.186728662
Ambivert,6.30650551,6.986931341,4.349366528,7.711142865,4.653467817,6.829377994,3.528677275,8.620317936,6.263784376,6.510421085,2.890585232,5.169394712,7.510603641,5.318793379,6.326940951,8.816391598,5.946945769,2.083166057,6.525189402,4.227968745,8.240688628
Introvert,3.266962251,8.813916459,1.684947382,9.499332385,3.792457106,4.328124624,7.463876437,7.151016637,3.491960479,5.595316995,0.775193913,1.459548158,6.506314619,8.156084793,3.09032575,5.337384124,7.323974255,1.859903836,3.207944727,7.241928467,2.727074611
Introvert,2.353024724,6.753491659,3.415855474,4.853736892,5.152246653,3.068954858,5.804171257,8.388778837,5.705749109,3.631861973,1.976182428,1.727180816,5.596773058,2.997741648,0.422398815,4.991505557,7.121684818,4.694893606,0.81162598,2.624931131,7.518350816
Extrovert,7.389903964,4.281314582,5.878895402,1.319726062,6.611066872,8.099781542,4.416281211,6.329542784,5.850874847,5.531725534,7.164436682,8.112083981,5.140894558,5.937327364,10,10,3.465265087,6.229945499,8.065489085,8.222425952,6.673862711
Extrovert,7.697304345,0.565854822,7.943558287,4.13257362,7.93492065,7.243061244,5.460704726,5.98843088,3.358800421,10,7.272185577,9.78700173,7.077526537,3.849085326,10,8.086026096,7.684105289,6.156837946,6.664955262,7.838433151,8.901705713
Introvert,1.152252088,5.320257555,3.1609637,5.588277341,5.349041787,0.845605865,8.692527962,8.285105344,8.304888702,3.24439298,1.330512121,4.535795957,6.48000687,6.948690406,1.769153278,6.732845601,7.259632546,2.708858562,4.881269466,5.068688685,4.449886693
Ambivert,5.441097327,4.172244757,3.383999961,7.81065149,3.047423248,4.740800505,5.188266245,6.728053032,5.050297505,6.887843936,5.995071634,6.73217928,6.696954988,7.08025495,6.921749205,6.249336147,5.268814591,6.053125192,6.429264903,5.550002296,8.278068418
Extrovert,9.338153061,0.025648432,7.915721731,0.700909623,8.397454861,8.918232349,2.782306168,6.46574233,5.903072019,8.004933024,8.274957027,8.518644924,8.877573487,1.718471195,9.456584277,8.256212214,5.457415871,5.666707339,4.861169127,8.462883653,9.064135591
Extrovert,9.314556785,2.8311549,8.009401715,2.872156741,7.181777746,7.972363545,6.24404672,8.290963456,4.17644088,8.838854508,5.113099905,9.069926924,6.733005856,6.446101739,6.949821611,9.311281772,9.518937586,6.809129759,7.947523886,7.537590062,7.305092609
Introvert,2.428722343,7.878817923,6.118048408,8.31180143,5.489255823,1.47197323,9.481559451,10,5.933300968,7.336800354,3.468135429,2.892500752,5.322124084,6.494477196,4.087224855,6.676446595,6.079583057,4.944494257,2.401232782,1.920934842,4.854047973
Introvert,4.596124909,7.391744463,3.014130133,10,6.753283115,5.098340853,8.921827235,7.774087254,4.947944639,4.871126853,5.728904983,5.599943841,3.689339461,6.524611728,4.154672106,6.529877835,5.295837241,4.918358539,0.415865283,5.383331277,7.338718801
Ambivert,8.358856832,6.30837354,6.812788075,5.99366021,3.868082395,2.81398649,8.174923454,6.335023198,5.770957769,4.908900509,5.316963591,8.108285651,6.014618524,5.510752432,3.466313888,5.792780003,6.682225104,5.762505734,8.131490131,3.872928172,7.009429747
Extrovert,7.525688697,1.914912421,8.669795486,4.474698933,5.774379302,8.773251494,7.690403189,8.335878824,7.810117142,7.982455287,6.572764264,9.512398454,6.986938378,2.582500489,10,6.385834694,6.325424618,7.427572907,3.723355026,6.869340926,6.425521951
Ambivert,6.53727206,3.553546003,5.886945365,6.266221985,4.946622081,1.976148685,6.76125925,7.850691119,7.757469433,5.662449117,5.8301582,3.503750109,6.603732902,4.775201602,3.273186555,8.1255159,5.649975753,4.528935087,2.585135906,5.141353669,4.668716702
Ambivert,2.105785056,4.304152354,6.744976803,7.410966839,6.88551903,4.414965143,7.182231748,7.562993183,4.265850324,5.896117957,4.948270052,3.837909287,6.834162174,5.906670062,4.347021047,7.006243143,6.24220314,8.10340643,3.381277229,3.23575827,3.854804163
Extrovert,6.112779908,1.169435986,5.835080324,4.461779038,7.897874715,6.598104282,5.295740216,5.50632231,9.122541402,5.232630845,3.653256557,9.153998041,6.076544515,4.370521914,9.526354635,7.272054054,6.261795825,6.694721984,7.936993933,5.242692743,7.736623126
Introvert,3.136681544,7.082365462,2.867072996,9.106605459,6.339109904,1.799365919,6.76490328,7.171979403,8.143581997,5.702115557,2.371593077,1.986031697,4.656344393,3.976374132,3.437579251,5.68187075,5.785281285,3.741300769,4.067853158,1.809840473,7.128809491
Ambivert,3.989900406,6.394025996,5.922020659,7.136273176,3.940225853,4.819492276,6.581929836,5.652104159,4.416905555,3.264377404,6.630854078,5.903105049,7.196257078,8.98342299,5.901349049,8.732357901,8.477390029,6.56383083,3.809011344,4.949564348,7.474332573
Ambivert,8.558803067,2.865372654,4.056233302,7.634372259,4.668291322,3.390706591,6.579969394,7.976174305,6.01006359,6.914361802,7.15456109,4.367683946,5.338726182,6.802718275,4.137062996,7.544290256,7.410989385,5.825565426,3.971053306,8.50154499,4.491672122
Extrovert,8.896819531,2.490466481,7.929930692,0.73996874,10,6.785066757,6.902099228,6.767147931,6.310857312,8.118770061,10,8.26422111,5.29133146,3.664868769,6.953278601,7.544934618,6.394548602,6.515305956,5.422978332,6.169568347,10
Ambivert,6.94874747,6.936427346,5.641090506,3.718153529,5.790081479,3.626745221,4.521853796,4.660281648,4.624054311,8.537558484,4.079015254,4.216417008,5.33991163,6.448909829,7.625587164,8.98031503,4.438630938,7.65358667,4.780744101,4.481101998,7.525358322
Ambivert,5.456460391,7.107565706,5.246946838,7.014965633,9.082417008,8.501797891,4.953079025,4.843883933,4.782929638,7.436924902,4.593789511,5.329748055,9.015468215,6.763436455,6.627262341,5.538563213,7.181077239,6.849541408,5.215431455,4.242193953,6.159046256
Extrovert,6.49518797,1.976961478,6.668746596,6.945489603,9.173470787,6.039240451,7.498525473,8.313462523,7.586396238,5.865551914,6.633929227,8.212100076,5.855583589,8.641159768,9.999058066,7.842955482,6.412966929,5.36730474,6.752269658,7.838555703,8.242816411
Extrovert,7.221784577,6.319835831,6.869324619,4.487828982,8.256520439,8.636901901,6.082036682,6.358916463,6.415265302,7.591828383,6.289978104,7.799141863,7.122865706,4.339590656,6.297014807,6.39604973,3.876790028,8.207827287,5.49831859,7.154000663,9.965508425
Ambivert,5.881570719,3.922587072,5.019011319,5.613326804,6.918527433,1.828779837,7.117580432,9.948268009,7.710670587,9.341522238,8.350613163,3.908766815,10,4.499050003,7.507193724,7.193543667,7.18083147,3.23646313,6.608261864,6.883873751,6.257796014
Ambivert,4.543126992,5.157294781,6.076938443,7.478050249,3.319368088,4.669349373,4.696091773,6.682614893,6.96580166,3.521013368,3.217421819,6.019011809,5.669704246,3.868859004,3.344140771,7.694049016,6.056372182,5.765466471,4.676204757,5.655746738,6.311557912
Introvert,4.006787988,6.244568441,3.142640626,9.982169109,5.882775978,3.880122094,8.039719348,10,8.045967551,4.977826664,4.430902664,2.181491083,5.342532253,6.065264378,3.624220978,5.910458413,8.031319382,3.493814193,4.438487852,5.748155304,6.374898089
Extrovert,9.067122454,3.649628835,8.298898315,5.010303094,8.498026222,9.724188582,5.391750667,4.898350754,5.585082996,6.919235632,6.120969976,8.551024965,8.200535099,1.891495098,7.412569031,7.341002724,5.881583164,5.694363006,7.800772054,5.203547607,5.399882827
Introvert,3.007471956,10,2.653166904,7.946543618,0.993108646,1.932353889,8.155769262,6.901716194,6.151381381,5.406375719,6.299781613,1.884877054,6.157724521,5.016804284,2.735396941,9.464154396,3.845201573,3.437361933,1.927696907,4.565553816,5.243715267
Introvert,0.261547369,10,1.739384257,8.074222041,4.056955112,3.015772406,7.652187237,7.338384484,3.587120132,5.256672277,5.853872149,4.02529515,5.531668374,7.49102901,2.958285472,4.619767774,7.184832551,3.622025661,1.102252876,2.695045348,2.803642068
Ambivert,8.0721774,6.769590651,5.039719005,6.39458088,5.636008553,4.903829439,5.126451583,5.06623667,3.131873263,5.25588269,4.933652118,5.738877557,5.024291482,2.873818673,7.051599846,6.160124176,5.11753207,8.839304801,4.724614638,5.68913253,6.35462131
Introvert,2.680990715,7.088764348,1.750774942,9.987973251,5.702854627,1.96934047,7.701678693,7.599125899,7.088205948,4.985705941,4.562672291,3.717607125,8.083590304,5.073349859,3.996550578,3.909641816,8.253596102,2.635343592,2.987604522,3.808341238,7.294725834
Introvert,7.063914973,7.748100532,0,8.631163251,2.970496676,0,10,8.08295652,4.862011385,5.12034941,4.772573579,3.100963896,5.936551969,7.009496986,5.801899727,7.971327864,4.101140872,3.72884279,2.092694406,4.018405284,4.101706722
Introvert,3.978803545,9.674069579,2.979680955,8.650814354,4.629251822,0.184278446,6.792720597,8.812336583,4.342883635,4.237239967,2.565347229,3.180521567,5.998542123,8.976605631,3.226933553,4.843647668,6.598474509,2.978874958,2.43013552,5.446373415,6.069782154
Extrovert,7.685067385,4.124259404,7.609590706,5.433717985,6.974661699,7.70345381,4.696866763,6.594580092,3.824452863,8.128772153,6.601376881,8.347049754,5.533311903,5.166254321,9.391271513,8.062624948,6.185079223,7.441110942,4.110940223,4.324791351,10
Extrovert,8.671732815,3.124376085,9.85480353,3.925800871,4.807485556,9.768411497,7.760540062,6.233178453,3.963814388,8.786243714,8.750522775,8.601713783,7.22474874,4.831131916,5.898186076,5.276756407,3.508788815,6.254409582,5.375290073,4.810260577,8.103656131
Introvert,0,8.212868613,4.033556868,8.386557417,1.831831471,3.574375968,5.339542794,9.927290253,6.864291321,3.82414974,2.64474891,4.32030329,7.770513278,6.110833689,3.329171955,7.173205909,8.490878003,3.836893145,1.022226761,2.430002819,5.010240762
Introvert,4.539213605,9.583551231,3.714253416,10,3.806754712,0.23987643,8.060368168,6.367344527,5.944044445,3.639772789,2.469225561,3.381544183,6.538034384,5.033281802,1.962936288,7.303155871,7.732386883,1.243784955,2.319144575,2.968769354,4.761188653
Introvert,6.850411856,9.955070408,1.500738419,7.046337493,3.438024653,2.054903529,6.911217874,8.452548249,5.589040103,1.728640515,3.796065039,1.204224473,2.990043746,9.743636076,3.454969191,4.056854302,4.720558358,7.598238789,2.114544541,5.02428219,3.844059831
Extrovert,4.866149789,0.748893177,9.529491741,3.144625717,8.562573331,10,7.44458018,7.21402143,7.614719326,9.822740171,5.416749881,8.229045416,10,2.718132863,5.972458866,7.400282912,7.530848908,6.444150025,10,7.184840038,7.302548507
Introvert,2.568886485,8.34054458,3.211839878,6.711232816,3.298144736,3.183506032,7.205548318,6.405228988,6.923121809,4.866258558,3.602256021,4.353791916,5.457157811,10,5.000354664,4.509406543,6.365719409,3.117119064,1.241668152,3.93217305,5.219292072
Ambivert,5.341992816,6.367259844,4.964320242,6.473584163,4.371985641,5.167979362,5.534684739,6.310759063,7.792184994,4.349361166,6.252062488,2.64008009,7.54315378,3.398992217,6.349534775,10,4.810256939,6.366367073,3.723099451,4.048839077,9.026849818
Extrovert,9.312842944,2.201765666,6.825707862,4.563324148,7.567007783,6.814522221,4.722450254,5.529210529,6.159451317,9.599748667,9.897580742,4.037713394,6.341019658,3.609588649,8.667751675,10,4.45948974,8.181189406,7.533668201,6.662412496,6.585346577
Introvert,6.158963511,9.918531089,2.017583285,5.124695678,1.389037708,2.448683552,10,5.195561126,6.016679124,2.865445524,4.585257192,0.26260267,8.025242739,6.241391247,4.830004556,7.716846095,4.748315121,4.803628546,4.373121857,5.168028569,4.481300926
Ambivert,6.074323184,5.067218896,5.115161032,7.446291971,5.861120708,6.296949966,7.539223338,4.578376869,7.355742038,7.047376329,8.041278341,5.849678976,8.579637072,5.565751847,3.987494758,4.911858361,7.153224777,5.057492912,5.383902847,7.255853276,4.021425731
Introvert,6.212687736,9.960185123,1.459928698,6.37696682,0.57100779,1.747722648,10,5.402860013,4.305961739,5.138502846,2.216335743,3.979127683,4.456860499,5.929821449,0.792740019,5.379915236,5.665817774,4.005169025,3.153646551,1.2052241,2.771483998
Extrovert,8.255648715,2.447486474,8.057488103,4.675233646,8.504983407,8.473410821,5.672921719,5.18780373,5.44574934,9.497270101,6.354223154,8.566260848,4.572600681,2.249747792,8.588081293,7.029141396,4.266505325,9.909869028,6.152504311,7.330681225,7.512394094
Introvert,3.677135728,8.389062006,2.752183479,8.190883118,4.586237549,0.702957528,8.36011887,3.568117416,4.881805337,1.726434468,3.424115368,2.119130867,4.959642291,6.08680007,3.885791839,6.365010302,5.329887319,1.942192177,3.043665638,3.349467739,2.410746557
Extrovert,8.492353349,3.355892674,9.02989729,0,9.841093687,8.834520609,3.764229171,4.873369356,6.099376365,9.152059027,9.902393418,10,5.682591072,5.366541648,8.818741383,9.533714073,7.949017553,8.347882913,8.711022499,6.02471046,8.441367103
Ambivert,7.330449675,7.993940051,5.276171522,2.449409086,5.233920385,4.816912079,6.874232488,7.648140424,5.372878522,7.2496323,6.09443569,4.80286548,7.847836862,5.861332352,3.89010766,6.314762349,6.300264278,4.003015835,6.537880906,4.407746145,9.178362132
Ambivert,4.866518413,6.61149555,2.768573453,4.317610149,6.957451811,3.947095105,7.130974033,10,7.92560961,4.489097713,5.102767567,3.684592623,7.993819252,6.247894206,5.031362547,5.307241287,6.053375019,4.258039644,2.866330484,4.710201225,6.609698959
Introvert,4.227430138,7.313532049,2.53569976,9.766881075,1.469711603,3.545837412,10,5.568245074,7.652197629,3.047302383,1.966440737,2.546538351,7.689077667,4.800315936,2.940099293,5.418482067,8.048369338,5.301914132,1.536366397,5.462961425,7.004520634
Extrovert,6.153805091,2.59161808,6.306371094,1.189238386,8.439837418,9.863243969,6.939989128,4.478536098,6.077891467,8.588940933,7.340574134,8.480940029,7.317651502,3.933514597,9.552466082,3.910257733,6.779816823,6.296051607,7.245126633,10,7.603384283
Extrovert,7.573243843,2.58574614,7.105053409,5.667855692,6.90761954,5.175677431,4.54378846,8.81418721,6.267765707,9.185560924,8.06683175,9.357401043,4.666240236,2.968297808,6.107731312,8.250306286,6.047309865,8.094530915,6.683796128,5.988702767,9.943543274
Ambivert,4.544884566,5.527746131,4.084177536,3.350682329,5.151801994,4.359364062,6.008440745,6.220662906,4.054707978,6.448672174,2.487385706,4.648277554,7.65780589,3.184867162,7.65290661,8.470627542,6.960893461,3.628554575,4.08574016,6.828132585,6.732831469
Ambivert,5.631942338,4.083173367,8.63519042,2.721232696,8.429537641,4.080089175,5.151973361,7.109637482,5.386537884,4.741055435,5.298267147,4.057014051,5.432867834,5.093013563,8.906702232,6.226477308,7.895830808,4.126595591,4.442375565,4.659567344,7.032429595
Introvert,2.525880376,7.878002647,2.490229442,8.445015282,2.784216203,1.698109445,7.891873018,9.568130055,5.646641115,4.536829299,1.705665364,3.230615837,4.301925526,6.407188795,5.752287635,3.283657185,4.053092853,4.683297975,0.153248512,2.935757421,4.923383244
Introvert,4.698200539,10,4.07637546,7.947905812,4.711874931,2.787912082,8.696935861,7.520905878,6.704449374,2.319302666,3.592668518,4.638842599,6.200901227,7.034654697,0.547708896,5.875995672,5.394374573,5.998816457,3.93621517,2.664835803,4.040711982
Extrovert,6.681997857,4.985475097,7.540444302,1.360466547,8.011554462,5.63398043,7.525508433,6.514845871,6.445688348,9.281408265,5.019582777,8.431513154,7.314822609,2.833637023,7.411161427,7.870967119,7.243766515,6.720067778,7.712045351,7.228258505,8.554894587
Introvert,0.403026096,5.652724044,2.659716005,6.196980355,5.342766087,3.499711718,8.123630318,7.334603565,6.511819874,3.01808812,1.753714861,4.638558203,5.261910661,7.487698591,4.822482693,6.313030857,6.64478412,1.487758411,4.279788071,3.817320566,3.01446011
Extrovert,5.96407427,0.415207154,7.287166436,4.457562714,6.346146092,6.884556714,4.546344828,7.258614905,5.497415025,8.759763207,4.936782557,8.440427715,7.805417389,5.518145566,8.285441723,8.350146608,5.312255084,8.449174567,4.9564652,9.922944775,3.668968411
Introvert,4.491252069,7.110302666,1.955910391,7.443387251,1.765579014,0.764452664,6.887640672,6.912391219,5.792255497,2.395800079,0.754498578,0.521866204,5.51431719,7.912285536,0.664757443,6.730270089,6.729571448,3.221222703,2.372146133,4.59305791,7.822333511
Extrovert,6.545663985,0.331342983,6.98777094,4.931019561,6.151832106,8.649335378,6.871977214,8.375538963,5.33024391,9.1647052,6.227295021,8.687452069,5.074826182,5.775949697,7.814328749,8.837172944,2.164625184,6.826956382,6.844262647,6.246945592,8.397589356
Ambivert,6.096766623,3.604918692,6.061707699,5.495598841,3.712242933,7.020749833,8.708242864,6.645901246,5.573089716,5.500109498,8.008484014,6.263477351,8.783289149,5.203913923,4.751487719,5.385810393,5.360958889,4.816683485,4.900088375,7.994023396,5.853231836
Ambivert,5.057818745,6.026813372,5.410190875,7.480544595,5.401842568,5.60636956,6.602641713,7.94227826,7.511479487,3.577761706,3.923038694,6.535473379,6.453327779,4.364498466,4.325642753,8.060113242,8.168896941,4.91030319,6.440404153,5.754087888,7.440120488
Extrovert,9.236366082,2.943175458,9.993713091,2.280012085,7.737354925,8.055852196,6.90982854,4.188525035,3.334409959,8.911859186,4.368744786,8.160893252,8.143664602,2.923893604,9.748174334,7.360086693,7.636824273,7.956724667,4.960287122,7.260450406,8.712189974
